ratings,titles,comments
4,Hài lòng,"Mua đợt sale giá dưới 100k. Mặc dù hộp hơi bé, ko dc phân thành hai ngăn nên khó lấy màu với lại cũng ko có cọ, nhưng mà chất lượng thì với mình thì rất ok. Tô lên giấy cực êm, màu đẹp lên thích lắm. Còn về phần nước thì mình ko có nhu cầu dùng, và cũng ko biết dùng nên ko đánh giá"
3,Hơi buồn,"Hộp màu dính bụi. Vỏ hộp ko có niêm phong như bị bóc ra trước đó. Lúc giao cho mình nhăn nhúm y vầy. Thật sự hơi buồn :( Nhưng mở ra bên trong đầu chì ko gãy, màu vẫn đẹp nên thôi an ủi"
5,Nên mua nhé,"Màu rất nét, ngòi thon nhọn dễ tô. Cây bút chắc chắn. Hộp giấy nhưng nhìn cũng khá xịn, không bị rách chỗ nào cả. Nói chung khá phù hợp với những người không chuyên, chỉ mua về tô giải trí như mình :))."
5,"màu tươi, bám tốt, cầm chắc tay","Giao hàng nhanh.Mình rất thích màu chì, có thử 1 chút cho các bạn mua hàng tham khảo về màu khi lên giấy. Màu rất tươi và bám, k có mùi, có thể mua cho em bé dùng đc."
4,Hài lòng,"hộp màu trông hơi cũ, nhưng khi mở ra thì không đủ 24 màu, có 2 màu trùng nhau và khi mình xem cmt thì có 1 vài bạn mua bạn hàng cũng bị như mình, hơi thất vọng về chất lượng sản phẩm tý ạ :("
5,Dùng tốt!,"MÌnh đã mua sản phẩm này cùng với một cuốn sách tô màu. Vì lúc đầu không biết chất lượng ra sao nhưng thấy bắt mắt với phần kiểu đáng và màu sắc của sản phẩm nên quyết định mua bộ 24 màu. Nhưng khi sử dụng thì thấy thật là tiếc vì sao mình không mua sản phẩm bộ 48 màu, vì màu tô quá đẹp, rất mượt, êm mà màu sắc cũng rất ổn. Nếu bạn nào đang phân vân thì có thể chọn sản phẩm này!"
3,Bình thường,Với giá rẻ mà đòi hỏi chất lượng tốt thì không phù hợp. Tuy nhiên về chất lượng tôi thấy phần đế nặng và cứng. Mẫu mã đánh giá 8/10 so với hình ảnh quảng cáo.
4,Hài lòng,nói chung tầm giá này cũng ko mong gì hơn 😁.
2,Không hài lòng,mình đặt size40 giao size 41 @@
5,Cực kì hài lòng,giày đẹp .đúng như hình .chuyển hàng nhah. sẽ ủng hộ Shop nhiều hơn
5,Cực kì hài lòng,"hàng khá ổn, giao hàng sớm hơn dự kiến..."
5,"giày đẹp, giao nhanh, hàng chất lượng sẽ ủng hộ shop lần sau","giày đẹp, giao nhanh, hàng chất lượng sẽ ủng hộ shop lần sau"
5,Cực kì hài lòng,"gửi đúng mẫu , nói chung là đẹp"
4,Hài lòng,nhìn bề ngoài  thấy  được.ok. nhưng kg biết có bền kg.
5,Cực kì hài lòng,giày  đúng theo mẫu rất tốt và đẹp cho Tiki 5 sao
4,Hài lòng,giày đẹp chất lượng nhưng màu khác với hình
3,Bình thường,"Shop chuẩn bị hàng nhanh. Bên vận chuyển cũng vậy. Dép đi nhẹ, êm, hợp đi mùa lạnh vì lúc xỏ vô chân ấm liền luôn. Nếu đế dưới có miếng nhựa/cao su thì tuyệt luôn chứ làm bằng xốp, lỡ nền có bụi hay cát là na đất cát đi khắp nhà.
Có điều mình phát hiện đế dép có miếng dằm cắm xuống. May mà nhìn kỹ chứ cứ vậy xỏ đi là dằm đâm vô chân rồi. Hi vọng shop kiểm tra hàng kỹ trước khi giao.
Nói chung là dép rẻ, đi ok, nhưng mình rate 3* vì miếng dằm đó."
5,Good,"không còn lời nào để nhận xét nữa, hàng quá đẹp, quá rẻ, giao hàng quá nhanh"
4,Hài lòng,"Đẹp, đeo êm và ấm. Thiết kế đơn giãn, đế nhựa mỏng và thô sơ."
5,rất tốt,"rất hài lòng, giá như vậy là quá rẻ so với chất lượng của dép"
5,Cực kì hài lòng,"chất lượng, đẹp giá hợp lí
mua đê anh em :))"
4,Hài lòng,êm chân mỗi tội nóng do bị kín phần đầu.
5,Cực kì hài lòng,"Dép tốt so với tầm giá , đế êm mềm ."
5,Cực kì hài lòng,"Dép đẹp, giao hàng thân thiện nhiệt tình"
5,Cực kì hài lòng,"Rất êm, màu sắc trang nhã đẹp mắt."
5,Cực kì hài lòng,"rất đẹp,rất, rất ,hài lòng !"
5,"SẢN PHẨM CHẤT LƯỢNG, ĐẸP GIAO HÀNG NHANH, THANKS SHOP MÌNH THẤY RẤT ƯNG Ý","SẢN PHẨM CHẤT LƯỢNG, ĐẸP GIAO HÀNG NHANH, THANKS SHOP MÌNH THẤY RẤT ƯNG Ý
SẢN PHẨM CHẤT LƯỢNG, ĐẸP GIAO HÀNG NHANH, THANKS SHOP MÌNH THẤY RẤT ƯNG Ý"
5,Cực kì hài lòng,"giao hàng max nhanh luôn ạ tối t7 đặt sáng t2 có rồi, hơn cả mong đợi c.ơn shop ạ..😊"
5,Cực kì hài lòng,giày khá tốt nha đáng tiền và nó sát chán nến đi rất tốt
3,Bình thường,Mặc dù đẹp nhưng mình ko vừa.Tiki hoàn xu ko đúng với số tiền trả
5,Cực kì hài lòng,Giày đẹp lắm ạ
5,Cực kì hài lòng,giày đeo thoải mái giống với mô tả
5,Cực kì hài lòng,"Giày đẹp, dù trời mưa nhưng vẫn giao hàng đúng thời gian"
5,Cực kì hài lòng,hàng đẹp. giá hợp lí. rất tốt
5,Cực kì hài lòng,đẹp và mang rất êm ❤❤
5,Cực kì hài lòng,hàng như hình ảnh
4,Hài lòng,"Sản phẩm chấp nhận được với mức giá tương ứng.
Mua size L (cho form giầy 39 40), vừa y đôi giầy 39 của mình (mình ko biết 40 có chật ko nhé)
Cảm nghĩ:
1. Chất liệu okie, dạng nhựa như áo mưa loại 40-50K, khi sử dụng nên kiên nhẫn nhẹ nhàng, đừng mạnh tay, vì rất dễ làm giãn bề mặt dẫn tới hậu quả là rách!
2. Thiết kế dây kéo rất tốt, dễ thao tác. Khác với loại bọc giầy đi mưa mình từng thấy lúc trước là không có dây kéo.
Tuy nhiên, điều lo ngại là dây kéo ko biết sử dụng bao lâu sẽ hư 😬
Phần dây rút ngay cổ chân không thể đảm bảo nước mưa ko chảy vào đâu nhé.
3. Sản phẩm này chỉ là tương đối, nên mình thấy các cmt ""sao mà cổ ko khít, nước mưa vào thì làm sao, blalablala..."" Theo mình, sản phẩm này dùng để bảo vệ các đôi giầy màu sáng, hoặc giầy hiệu giá thành cao, khó bảo quản khi đi trời mưa đột ngột (dạng sình lầy lội vào những ngày mưa ào 1 cái mà dự báo thời tiết ko hề báo trước). Chứ đừng tin tưởng quá vào quảng cáo, có thể đảm bảo giầy ko ướt khi đi vào trời mưa bão. Nếu bạn đnag ở nhà và biết trước trời sẽ mưa hay sẽ ngập nước, liệu bạn có can đảm mang đôi giầy tốt để lội sình hay không?
4. Giầy trong hình có size 39, sau khi thử thì mình rút ra lời khuyên: nếu bạn đang ở văn phòng hoặc ở nơi nào đó tiện cho việc thao tác bọc bao đi mưa này (mình loại trừ trường hợp đang chạy ngoài đường mà mưa bất chợt nhé), nên bọc bao đi mưa đó vào giầy trước khi mang giầy vào. Vì khi mình mang giầy vào thì sẽ khó thao tác hơn (vì nó vừa y hà, không có chỗ nào dư ra)
5. Phần đế có các nút nho nhỏ chắc tác dụng là để chống trơn trợt: tính năng này tương đối thôi nhé, đi trên đất cát hoặc đường xi măng sờn sờn thì okie, chứ đi trên sàn nhà mà đang ướt thì ko an toàn cho lắm. Cẩn thận nhé!
Nói chung mình cảm thấy ổn với sản phẩm này, sẽ mang thử vào một ngày mưa để thử chất lượng, ổn mình sẽ đặt mua thêm 1 đôi tăng size để dự phòng. (giầy 39 40 chắc nên đặt size XL)"
4,GIAO HÀNG KHÔNG ĐÚNG SIZE,"Sản phẩm chất liệu okie, đóng gói gọn gàng, đẹp đẽ. Tuy nhiên, mình chưa hài lòng về việc đặt size XL mà lại giao size XXL, bị rộng thùng thình, phía trên tuy có dây rút nhưng vẫn không chắc lắm, nước có thể lọt vào được."
2,Không hài lòng,"cách nước tốt nhưng phần dây rút ở cổ chân quá lỏng, không ôm sát cổ chân, nước tràn vô trong rất dễ, dây kéo không làm liền hết mà chừa 1 lỗ trống, nước vào dễ dàng. Không hài lòng. Mang vào thử đi trời mưa ướt hết giày dù mình đã cố cột phần cổ chân lại rất mạnh nhưng dây rút tệ quá. Nên suy nghĩ kĩ khi mua"
4,Chống nước tốt,"Ban đầu ko hỗ trợ tiki now nên mình đặt giao thường, quá thời gian giao hàng mà vẫn để tình trạng đang lấy hàng, gọi điện thì hẹn lại hôm khác giao mà vẫn y chang. Hôm khác thấy có tiki now mình liền hủy đơn cũ đặt lại thì giao đúng hẹn 2h. Shop nên xem lại vấn đề giao hàng. Sản phẩm tốt nên mình cho 4 sao."
4,"Hàng tiện ích mùa mưa, dễ sử dụng và khô ráo. Cần cản tiến thêm","Mới sử dụng 1 lần đầu tiên trong cơn mưa dông lớn ở Sài Gòn và thấy hài lòng khi mua sản phẩm. Giày khô ráo không bị thấm nước, đế chống trượt, dễ mang và tháo bọc giày. 
Tuy nhiên nên có sản phẩm với phần cổ cao hơn để che được chân khi chống xuống đường dừng xe đèn đỏ. Với áo mưa bộ thì ok vì có quần mưa nhưng với áo mưa choàng cánh dơi hoặc áo mưa trùm toàn thân sẽ bị ướt ống quần do nước chảy xuống từ áo mưa."
1,Bao giày đi mưa chật,"Hôm nhận sản phẩm mình thử không vừa nên định tìm nhờ shop đổi mà ko tài nào tìm được số liên hệ hoặc phần nào comment để đổi size, hiện sp còn nguyên chưa dùng, shop có thể hỗ trợ mình đổi size to hơn được không?"
4,Tốt,"cảm giác đeo rất thích chân vào mùa mưa, mình mang giày size 39 và 39.5 nên chọn mua size 40-41 thì vừa in bàn chân khi mang giày, mọi người nên lưu ý kỹ điều này để không gặp tình trạng không đúng kích thước chân!!"
5,Cực kì hài lòng,"Chống nước hoàn toàn. Sử dụng 3 tháng rồi. Vẫn rất tốt. Sản phẩm hoàn toàn ổn trong các môi trường đất, bùn, cát, mưa. Nên mua để bảo vệ đôi giày được bền hơn"
1,Thất vọng,"mình mua hàng tiki lâu rồi, đến hôm nay thật sự thất vọng.Mình đặt size 39/40 mà shop giao tới 43/44.Thật kinh khủng, làm ăn ko có tâm.Mua xong là ko bao h muốn mua nữa"
5,sp đẹp,"chất liệu ok, cũng dày (vì ban đầu nghĩ mỏng) vừa mới nhận hàng cảm thấy hài lòng, để hôm nào mưa xài thử"
4,Hài lòng,"Mình mua màu nude, rất xinh. Nhưng nên xem lại bảng size. Chân mình bình thường luôn đi 36 nhưng mua 36 đôi này lại bị chật và ngắn mặc dù đã đo chân trước khi mua theo hướng dẫn. Các bạn nên mua nhích lên một size cho chắc ăn. À, mẹ nào bàn chân dày và hơi to bè ngang thì có lẽ nên cân nhắc vì loại giày chất liệu này sẽ ko bai ra đâu nên đầu bàn chân sẽ bị đau đấy."
5,Cực kì hài lòng,"dép đẹp ngoài mong đợi luôn đấy mọi người ạ. lần đầu tiên mua hàng qua mạng mà ưng ý như thế này. mọi người nên sắm cho mình một đôi ngay nhé. shop giao hàng đúng size, đúng màu. thanks shop."
4,Giao nhầm size,"Tôi đặt giày 36, giao nhầm 37.làm cách nào để đổi hàng vậy shop......,mong được xử lý sớm, cảm ơn shop nhiều,giày đẹp mang em chân nhưng hơi lớn với chân mình"
3,Bình thường,nay mình nhận hàng rồi. 3 đôi. nhìn giày đẹp ok nhưng chưa đi thử kg biết có bị đau chân kg.có 1 đôi bị lỗi 1 chút bi chọc 1 xíu
1,Rất không hài lòng,Em ơi đôi này size 40 mà chị mang trật quá có thể đổi sang mẫu khác cũng size 40?  Chị sẽ bù tiền chênh lệch. Lần trước mua 1 đôi sandal size 40 thì mang vừa😂😂😂
4,Hài lòng,"Hàng chất lượng ok, hợp giá tiền, mình mang size 38 nhích lên 1 size vừa khít ôm chân k bị tuột gót."
1,Rất không hài lòng,"Ảnh màu trơn nhưng giao sai mẫu, đã báo bên tiki nhưng ko thấy ai qua để đổi trả hay hoàn lại hàng???"
3,chất lượng ổn,"ưu điểm: đẹp, êm chân

hạn chế: dễ bị trầy xước mà trầy rồi thì ko có làm sao cho hết được nên đôi giày sẽ xấu lắm"
4,Hài lòng,"Giầy đi êm chân tuy nhiên size bé hơn bình thường, ai đi size 36 thì phải mua 37, mình bị chật mà ko biết đổi thế nào."
4,Hài lòng,Giầy rất ưng ý. Nhưng size 38 này from hơi nhỏ mình mang dơi bó chân hơi đau. Có thể cho mình đổi size to hơn chút ko
5,Cực kì hài lòng,"Giày siêu cute luôn, giống hệt như hình... Chất lượng thì khỏi phải bàn, mình đi được 1 tuần rồi mới lên tiki, để lại cái đánh giá thiệt lòng luôn😋 quá ư là ""good shoe"" giá thì rẻ mà dịch vụ giao hàng lại nhanh với thân thiện nữa... nói chung là NÊN MUA nha các bạn 😍😍😍"
5,Cực kì hài lòng,"Giày đi khá êm, nhẹ nữa, không gây cảm giác đau chân. Ngoài sự mong đợi của mình. Không biết đi có bền không thôi."
5,Cực kì hài lòng,"giày nhìn như hình, tuy nhiên mùi cao su hơi nồng, nhg dùng nhiều sẽ hết thôi. ok 👍👍👍👍"
4,Hài lòng,"hàng oke và giao nhanh nữa,, anh shipper thân thiện đẹp trai :33"
5,giày đẹp,"sản phẩm đẹp như mô tả, size vừa in. mang êm chân , rất dễ chịu. nên mua nhé"
5,Cực kì hài lòng,sản phẩm y như hình mẫu của shop.Mình rất thích.👍👍
5,Cực kì hài lòng,tôi rất thích 👍😍😍
5,Cực kì hài lòng,Giày đẹp như hình... Đẹp lắm luôn ạ^^
5,Cực kì hài lòng,"sản phẩm ưng ý ,giao hàng lạicnhanh"
5,Cực kì hài lòng,sp ok sẽ ủng hộ shop nữa
5,Cực kì hài lòng,"Shop phục vụ rất tốt , Giao Hàng rất nhanh ,Mình ở xa Sài Gòn nhưng hàng đã giao tới  nhà mình 
sau 3 ngày. đóng gói rất kĩ càng , hộp màu nhìn rất mới . Về Chất Lượng của màu chì thì quá là tốt , tô rất là mịn và đẹp .Màu rất cứng chắc chắn.  Rất phù hợp cho những bạn mới tập vẽ hay trình độ nghiệp dư . Dưới đây mình có để ảnh minh hoạ bức tranh vẽ đầu tiên bằng màu raffine .... ( Mình mới tập vẽ nên thông cảm )"
2,"Chì màu rất cũ, không gãy nhưng nhìn bẩn, Giao hàng nhanh","Bình thường mình rất hài lòng với hàng mua ở tiki. Và kể cả khi có lỗi vận chuyển làm sách gãy góc 1 tí mình vẫn ok. Nhưng lần này hộp màu mình nhận được nhìn rất cũ, có nhiều vết đen đen trên thân chì, rất là bực luôn. Ngồi chờ hàng với bao hi vọng mà tới lúc nhận hàng lại như vậy. Hi vọng lần sau tiki sẽ để ý hơn!"
4,Hài lòng,"Tiki đóng gói cận thận! Giao hàng nhanh... lúc đấy mình nhận đã là cuối giờ chiều^^ Màu tô sướng cực, êm, mịn đặc biệt màu sắc phù hợp nữa! Mới nhận mình đã dùng thử ngay nói chung đây là bộ màu rất đáng đồng tiền. 
Phụ: mình có gửi kèm cả tranh mình tô thử ❤️❤️, mình khuyên các bạn yêu vẽ nên dùng một lần cho biết!!!"
5,Cực kì hài lòng,màu thích lắm. tô cực êm. mn nên mua màu chì khô á vì nó vừa tô khô đc mà thấp nước vô thì nó cũng tô như màu nc lun. cái này phù hợp cho mấy bạn dang tập vẽ hoặc các ban là dân vẽ . ai đang tính mua mà lo sản phẩm  ko đảm bảo thì đừng lo.
5,cực kỳ ok 😍👌,"Giao hàng nhanh hơn thời hạn 2 ngày .Đóng gói cẩn thận ko bị móp méo .Chất màu hơi nhạt nhưng ko thể đòi hỏi quá nhiều ở mức giá này 
😊😊
Nói chung là rất ok😘
Nếu ai đag phân vân thì đừg nghĩ nhiều nữa 😊😂"
4,Hài lòng,"Màu rất đẹp, đậm, tươi tắn. mình thích nhất là hông với xanh lá. hồng không có lòe loẹt còn màu xanh lá thì tươi lắm. còn màu tím tô lên cực mượt mà luôn. có điều kiện nên mua bộ to thật to để tô cho đủ màu. vì cái này tô thích lắm."
5,Cực kì hài lòng,"Mình chỉ dám tô nhẹ thử thì thấy màu đều, tô mịn. Trong hộp có đủ 12 màu đã chuốt sẵn (hộp hơi cũ và có 1-2 cây bị cùn nhưng không sao). Tiki giao hàng sớm hơn một ngày."
5,Cực kì hài lòng,màu đẹp.......*cây bút chì đen của hộp màu cũ*......mịn........nhúng vào nc vẫn dùng đc mặc dù ghi là chì khô...........lần đầu là cháu mua hộp 24 cây...nhưng lại hết hàng TTvTT đành mua hộp 12
5,Màu tô đẹp,Màu tô cực đẹp luôn mọi người. Mình mua vào một đợt sale còn có 30k thôi nên giá cũng rất okay so với chất lượng. Mình là một con người thích Marco cực. Mà may mắn thay tùm được sale nên mua lun
5,Cực kì hài lòng,"Màu mình chưa test màu nhưng nghĩ cũng sẽ ổn
Tiki giao khá nhanh mình mới đặt hôm 5/7 mà đến 6/7 hàng đã đến
Mà mình ở tận tây bắc gần trung quốc lận"
1,Rất không hài lòng,"Tôi đặt hàng màu hồng đến khi nhận hàng lại màu xanh, thời buổi này mà còn bán hàng kiểu mậu dịch, treo đầu dê bán thịt chó, lừa đảo như vậy thì nên dẹp đi. Còn nếu mở miệng ra cãi màu nào cũng được thì hết nói nhé."
4,kệ giày 5 tầng,"hàng đóng gói cẩn thận , chắc chắn, sẽ ủng hộ shop. nhưng mình cần giao hàng trong ngày thì làm sao shop ? Do nhiều lúc mình đi công tác không có nhà để nhận hàng"
4,Hài lòng,"Sản phẩm đẹp - dễ dàng lăpa đặt . Mỗi tội các thanh nhôm mỏng quá 
Thời gian giao hàng của tiki thì khỏi phải bàn rồi. Nhanh chóng"
5,Cực kì hài lòng,"Tiki giao hàng khá nhanh. Giá cũng rất dễ lắp đặt, phần nhựa có hơi giòn nên nhẹ tay. Sản phẩm khá ok với giá thành, thậm chí rẻ hơn mua ở ngoài. Nói chung là hài lòng"
4,Hài lòng,"Tiki giao hàng rất nhanh. Kệ được đóng gói cẩn thận, nguyên vẹn, đầy đủ. Tuy hơi yếu nhưng với giá tiền như vậy thì mình nghĩ là phù hợp rồi. Cảm ơn Tiki"
5,Cực kì hài lòng,"Sản phẩm đẹp, rộng, gửi màu hồng bé rất thích. Có một lỗi nhỏ nhưng không đáng kể, phù hợp với giá tiền"
3,Bình thường,"Giao hàng nhanh, đóng gói cẩn thận, linh kiện đầy đủ, chât lượng hàng cũng đuọc, tuy nhiên sản phẩm không phải là inox như quảng cáo mà là săt mạ"
4,Rất ổn,"Hàng rất ok, không thiếu chi tiết nào cả. Khá là chắc chắn. Lần sau sẽ ủng hộ shop nhiều hơn"
4,Hài lòng,"màu ok, số lượng đầy đủ, nhưng lắp xong dựng thấy không vững chãi lắm"
1,Rất không hài lòng,Sản phẩm không như quảng cáo! Atnh QC và thực tế khác xa!
5,hàng đẹp nv giao hàng thân thiện,"hàng đẹp nv giao hàng thân thiện, Nhận hàng rất hài lòng.Mang vào vừa chân và êm, giá rẻ nhưng sản phẩm tốt rất ưng ý. cám ơn tiki"
2,Không hài lòng,"mua siza42 mà trên giày k có siza , mang vào thì khít luôn , t mang siza 42 thì hơi rổng thoải mái , đây t nghĩ siza 41"
5,Cực kì hài lòng,rất giống hình năm bờ one
5,Cực kì hài lòng,giày tốt
4,Hài lòng,
4,Hài lòng,
4,Hài lòng,
5,Cực kì hài lòng,
2,Không hài lòng,
1,Cực kì tệ hại,"Hàng nhận được không như hình, tên sản phẩm là lót ba lớp 7cm nhận được thì không khác gì miếng lót bình thường dày chưa tới 2cm."
5,Bộ 1 Cặp Lót Giày Tăng Chiều Cao Đệm Khí,"Mình hơi sai khi mua sản phẩm này.
Chất lượng thì khá OK nhưng mình mua không dùng được. Cái này là do mình
Đế cao quá so với giày bình thường.
ACE mua nhớ chú ý. Hàng này dùng cho giày cao cổ nhé.
Mua về vứt xó đây nè :("
1,Hàng không đúng mẫu,"Cực kì thất vọng vì đơn hàng này của tiki, mình tin tưởng tiki đến nhận hàng không cần kiểm tra luôn, vậy mà hôm nay dính phốt này..."
5,Cực kì hài lòng,"Sản phẩm sử dụng êm chân, sử dụng được cho giày cổ cao thôi chứ giày thấp thì mình thấy không lót được nhiều. Nên mọi người mua 2 lớp là ok rồi."
4,Hài lòng,"so với tầm giá thì cũng ok, xài đc. nên dùng cho giày cao cổ thôi, lớp đế 5cm nhưng đo thực tế chỉ có khoảng gần 4cm, nch là tạm ổn"
4,Khá hài lòng,"Hy vọng niềm tin đặt vào Tiki Sẽ được Tiki đền đáp xứng đáng. Hàng tốt, giống hình, giúp cải thiện chiều cao"
5,Cực kì hài lòng,"Giao đúng hàng, đi êm chân, nhưng mấy bạn nên mua 5 phân thôi nha 7 phân đút chân vô k lọt đâu :”) (thích hợp với giày cổ cao)"
4,hàng đúng miêu tả,hàng đúng miêu tả tiếc là mình mua để đặt vào đôi giày thể thao của mình nó lại cao quá. đặt vào đi ko được đánh bỏ đấy
4,min,chỉ tội mùi hôi.ko biết đi có hôi chân ko. đi khá êm . giày cổ  bình thường nên đi 3 cm thôi nhé . đừng tham ko bỏ xó.
5,Cực kì hài lòng,"Sản phẩm rất tốt đi rất êm chân và mềm, chỉ hợp với giày cổ lửng trở lên"
