ratings,titles,comments
5,Cực kì hài lòng,"áo đẹp, vải thun mềm, dễ chịu, nam cao 1m75 thì nên mua size XL nha mấy ông, form áo mặc bao đẹp( đừng mua size nhỏ rồi chê mấy ông nha🤣) tui mua lần 2 rồi🤑 lên đồ đi chơi hay mặc ở nhà đều ok tất mấy ông ạ! nên mua nên mua 💵"
4,áo đẹp,chất vải rất đẹp và mát. t đánh giá cao chất lượng vải của áo nhưng về mặt gia công thì khá tệ những đường chỉ may ở phần cổ áo bị may hơi sít lại tạo cảm giác rất khó chịu. cũng may là chỉ có một chiếc bị vậy. đành cho 4 sao
5,Cực kì hài lòng,có 1 cái lỗi chỉ. Nhìn chung là chất lượng tốt. 1 cái mình mua ở coopmart giá cũng hơn 100k rồi mà chất lượng cũng như vậy ^^. 3 cái 100k nên ko có phàn nàn gì @@
5,Cực kì hài lòng,"Cực kì hài lòng với chất lượng/giá thành của sản phẩm, chất lượng vải nhìn chung khá ổn, độ hoàn thiện, đường may ở mức tốt, mình cao 1m8 chọn size 2xl mặc rất vừa vặn"
5,Cực kì hài lòng,"Rất hài lòng về Sản phẩm.Chất vải rất mịn và dày shop gói hàng rất cẩn thận.
Shipper nhiệt tình .
Cảm ơn shop và shipper nhiều."
3,Bình thường,"-chất lương áo tốt, nhưng 1 chiếc áo không đúng size
-mình đổi hàng thì shipper nhận hàng chụp ảnh mình, mình có hỏi nhưng bạn ấy tỏ ra không quan tâm, mong tiki xem lại"
2,không như quảng cáo,"cao 1,62 nặng 59k mà mặc size L ko vừa. chất liệu vải cứng, mặc vào sẽ rất nống. thua cả mấy cái áo ở hội chợ 100k/3 cái. Kinh nghiệm là ko nên mua đồ quần áo online."
3,Bình thường,minh đang  ở  ct ben giao hàng  gọi  nhung mỉnh bảo  chieu 2 h giao sao. lai ko chiu vay ah buoc minh phai nhờ  ng khác lay dùm  hi vong sau nay co the trước khi giao hang phai bao truoc đe sap xep ah
3,Bình thường,với giá tiền thì ok. nhưng thật lòng là áo này chỉ mặc mùa đông thôi. mùa hè không hợp vì vải thô ráp ngứa ngáy. mua mùa đông thì được.
2,Không hài lòng,"Áo ghi size 3XL nhưng form rất nhỏ, thun ít co giãn. mình mua theo số kg trên trang hướng dẫn nhưng cuối cùng mặc ko vừa. hơi thất vọng."
4,Hài lòng,"shop ơi, mình muốn đổi size L thành size XL đc ko ạ? tại mình mặc ko vừa size L, với lại mình nhầm màu nâu đất với màu cam nên h mình muốn đổi lại thành áo size XL màu cam nha shop. shop cho địa chỉ shop nếu tiện đường thì mình mang qua đổi luôn ạ, áo mình chưa bóc nhãn mác và chưa rạch lỗ khuy áo đâu, cảm ơn shop."
2,nhận xét chân thật dễ mít lồng :)),"áo bung chỉ + chỉ thừa (ngồi lấy kéo cắt hết chắc củng tầm 40p)
bạn nào đã và đang chuẩn bị đặt thì chuẩn bị tiền về đạp thêm mấy đường chỉ luôn ( à góp vui thêm là có vài chỗ chèn chỉ màu cam rất sinh động,chắc là do hết chỉ...)
Tiki có liên hệ mình xin lỗi và cho mã giảm giá đặt hàng cho lần sau nhưng LÀM ƠN !!
khách hàng thân thiết còn làm ăn vậy thì những người mới mua bở ngỡ xong phê phán đồ trên mạng rồi sao ?
1 ngàn củng là tiền mà ?
mình qua Shoppee rồi mình không đi cùng Tiki nữa, xin chào và tạm biệt ạ !!"
4,Sản Phẩm Tạm Được,"Mình đã nhận sản phẩm, Size áo và kích cỡ cho người mặt không giống như mô tả của Shop, mình đặt màu xanh rêu giống trong hình nhìn rất tươi nhưng khi nhận được là màu xanh nhưng không đẹp như hình nhìn rất già. Minh đã đề nghị đổi trả, hy vọng bên Shop sẽ đổi trả cho mình sản phẩm mới. Một điều nữa hàng đi quá chậm gần một tuần mới nhận được hàng."
2,Không hài lòng,"mình đặt màu nâu đất mà shop giao màu cam. từ lúc đặt hàng mình không thấy giao diện hiện ra màu rõ ràng. giao diện chỉ có 6 màu, đây rõ ràng là màu cam,mình muốn xin địa chỉ để đến xin đổi lại màu hoặc là cho mình thông tin đổi trả."
5,Cực kì hài lòng,"Cúc áo lỏng lẻo, tạo tiếng kêu leng keng, cần khắc phục. Còn lại chất vải phù hợp với giá, đường may cẩn thận. Đặc biệt áo được bảo quản rất kỹ càng có cả mùi hương nước hoa rất thơm. Tiki đóng gói giao hàng rất nhanh."
3,Bình thường,"nhỏ bạn mua bên ngoài 169 k, shop bán rẻ hơn nhưng mua thì ...áo nhìn bề ngoài thì ok, nhưng đường may thì quá dở, chỉ bung nhiều gần cánh tay, chỉ thừa còn nhiều, may không chắc chắn,nói chung nếu áo được may kĩ thì chất lượng 5 sao"
5,Cực kì hài lòng,"Dear Shop Tiki.
Mình có đặt mua 1 áo khoắc size M.
Hiện tại không vừa mình có chính sách đổi size không shop.
Mình muốn đổi size M->L
phí ship mình chịu nha shop thanks.
Mong nhận phản hồi từ shop.
Hải.0981970910"
1,Giao sai màu áo,"Mình đặt mua áo màu nâu đất, shop giao màu cam
Shop liên hệ đổi lại giúp mình
Với lại mình đặt size L nhưng rộng, mình muốn đổi qua size M được không (màu nâu đất như mình đã đặt)"
1,Rất không hài lòng,"áo dùng khoảng 2-3 ngày, có hiện tượng bung chỉ, chất lượng may vá khá kém. Tôi rất bực mình vì điều đó, người ta đã bỏ tiền ra mua mặc dù ko cần đẹp cũng không sao, đằng này chất lượng chỉ may rất kém"
2,Không hài lòng,"Tiki giao hàng không đúng màu đã đặt.
đặt hàng màu nâu đất nhưng lại nhận được như hình chụp.
Đề nghị được Tiki kiểm tra và hỗ trợ đổi lại đúng màu và size đã đặt (nâu đất, size XL)"
4,Tầm tiền này cũng khá ổn,"Áo mỏng có thể nhìn xuyên qua đc, tay áo ko dài như hình cho lắm khoảng hơn 1 gang tay, đường chỉ may tuy ko đẹp nhưng ko có chỗ nào bung chỉ hay dư chỉ, về họa tiết in trên áo thì chất liệu có vẻ ko ngon sờ khá là sần rất dễ bông chốc nên nếu giặt thì giặt nhẹ nhàng giặt tay ko giặt máy. Nên giá rẻ thì ko thể đòi hỏi nhiều đc."
4,size m mặc max đẹp nhưng có điều là in hình ko được tốt lắm nếu chấm cái hình áo tôi chấm 9/10 vì hình in ko sắc nét,"áo đẹp 10/10
in hình mặt trước 9/10
in hình mặt sau 85%/100%
chấm 8/10"
1,Rất không hài lòng,"Đặt size XL nhưng gửi size L thì mặc kiểu gì đây? Cổ áo may lỗi, bị co. Không bàn đến chất lượng vải và in hình vì tiền nào của nấy rồi."
2,Vải và mực in rất tê.,Vải và mực in rất tệ. Nhìn loan lổ như đồ cũ đã để tồn kho rất lâu. Mua về không dám mặc ra đường
1,"Đường may tệ, vải xấu, sơn in thì dỏm","Nếu tính thì đúng là đúng giá 77k, tiền nào của đó, nhưng nó thật sự tệ hơn chũ tệ, khuyến cáo không nên mua, lừa đảo"
3,Bình thường,"Hinh minh họa in chim hạc nhưng áo gửi về lại in mặt quỷ, nhưng trông cũng được, chất lượng bình thường"
1,Rất không hài lòng,"Chất lương in không tốt, không hài lòng về sản phẩm, vải mặc nóng"
3,Bình thường,"Vải hơi cứng và mỏng mặc chắc mát nhung sẽ ko đẹp. Vì tièn nào của nấy mà!hi!hàng y hình. May ko khéo lắm,áo hơi bị dảnh. Cho 4 sao"
3,Bình thường,Vải cũng ok mặt cũng rất mát không gây khó chịu có mấy cái hình in k được tốt mấy dungf gần 20 ngày rồi ní bung mất nữa con hạt r
3,áo không giống hình,"đường sơn xấu 
vải sờ cái biết ngay cho áo rẻ tiền phổ thông
có thể size XL nên hình nhỏ đi nhưng thế này thì nhỏ quá ạ :)"
5,sản phẩm ổm trong tầm giá,"Như tiêu đề thì mình thấy sản phẩm rất ổn trong tầm giá. 
Đầu tiên về chất liệu áo: chất liệu đúng là thun, rất co gian nhưng nó k có dày. mặc trong những trời mùa hè rất ổn.
màu sắc: mình đặt áo màu vàng và đc gia đúng như hình.
về chiều dài của tà áo và tay áo: mình đánh giá nó hơi ngắn, k được dài như trong hình lắm
vì đường chỉ: đường may bên ngoài đẹp, k dư chỉ thừa. bên trong thì vẫn có
chất lượng hình in thì mình nghĩ nó k thật sự tốt. có thể phai nhanh nếu k giặt tốt, mn nên chú ý
và cuối cùng là hình thức giao hàng thì rất nhanh. đặt trong đêm hôm trc và sáng hôm sau mình đã có hàng r. tiki giao nhanh ghê"
1,Shop check lại đơn đặt áo giúp,"Áo shop giao không có chữ tiếng Nhật ở mặt trước áo như ảnh áo shop đăng. Áo freesize nhưng rất ngắn, mặc ko vừa.
Shop vui lòng check lại đơn áo này (Mã đơn: 627180291) mình muốn được đổi áo đúng như trong hình shop đăng!!!"
4,Hài lòng,"Rộng , thoáng, TIKI giao hàng đúng hẹn, đúng cỡ, đúng màu, rất vừa ý không như anh chàng LÂZDA nhận đặt hàng một đàng gửi hàng một kiểu đặt mua com bo 3 áo size XL gửi cho 4 cái size MIN
Chật không chui được đầu vào, đành vứt bỏ tiếc cả công lẫn tiền. Cạch thằng LAZADA từ rày chừa mua hàng thằng này. Thế..."
1,Không hài lòng,"Áo ở trong shop đăng mặt trước có chữ, lúc nhận hàng về mở ra xem thì mặt trước không có chữ như hình shop đăng, mặt sau thì bị tróc, bẩn, đen
Tôi muốn được đổi lại áo đúng như hình shop đã đăng."
2,Không hài lòng,"Giao hàng tiki nhiệt tình, nhưng sản phẩm có nhiều lỗi mong Tiki sớm giải quyết để mình và các khách hàng có những sản phẩm chất lượng hơn."
5,"Đẹp với giá tiền, hình không bị bong","Với giá tiền như này thì áo quá oke rồi, hình in cute, giặt máy giặt thoải mái không bị bong tróc hay dính hình. Mình mua 2 chiếc, khá là ưng. À mình là nữ nhưng thích mặc áo thun nam vì thấy thoải mái hơn hehe."
4,rất tuyệt khôg đến nổi nào,"lẻ ra là 5 sao rồi đó mà thiếu chử,khôg sao mặc củng đẹp vừa,tiki làm tôi rất hài lòng về sản phẩm do thiếu chử trên áo nên chỉ được 4 sao thôi nha,rán mà khắc phục nha,sản phẩm đáng mua"
4,Hài lòng,Em bận nên cuối ngày mới check hàng được và thấy áo không có chữ ở mặt trước. Và em sẽ cho 5* nếu đổi hàng thành công :3
1,Không hài lòng,"Áo không in chữ phía trước, tay áo ngắn, mặc không vừa. Shop vui lòng check lại đơn áo này (Mã đơn: 742508972 ) mình muốn được đổi áo đúng như trong hình shop đăng!!!"
1,Rất không hài lòng,"cả 3 sản phẩm mình nhận được đều ko có chữ in phía trước, mong tiki gửi lại đúng hàng cho mình"
5,Rất ok giá này. thanks shop và tiki yêu quý.!,"đáng đồng tiền bắt gạo ae làm đôi bộ chơi chơi. đường may giống như điêu thuyền lun á.! k biết xuống màu nhah k, như vậy so sánh ra chợ còn khó chả giá. 79k lằ ss tuyệt vời. cho 5 sao chỉ ở nhà nhấn nút là có áo mặc. hihi!"
4,Hài lòng,"Nhờ có Tiki Now nên sản phẩm giao rất nhanh.  Vải ok, màu sắc đa dạng. Mình mua mấy màu dễ mặc nhất cho chồng. Hy vọng ko dãn nhanh và loang màu.
Tuy nhiên, ko hài lòng ở chỗ: 4 cái áo bị gói trong 1 cái hộp nhỏ. Mở ra thấy áo bị cuộn cong, kiểu cố nhét cho vừa cái hộp =.="
5,Cực kì hài lòng,"Áo còn rất mới, không bị nhăn, độ co giãn vừa phải, vẫn có chỉ thừa nhưng về tổng thể thì rất hài lòng với sản phẩm của 5s. Tiki giao hàng nhanh hơn dự kiến. 5* cho cả hai"
5,Được,"Áo này mặc được đấy ae
Một hè làm 5 7 cái mặc hết hè, năm sau làm mẻ mới :)))

Tuy nhiên là béo bụng thì không nên mua nhé
Mua về là phải đi tập gym 2-3 tháng, mới mặc được đấy :)))))"
5,Cực kì hài lòng,"Vải mềm mịn chất lượng, đóng gói cẩn thận, giá rẻ làm quà tặng rất lịch sự"
5,Cực kì hài lòng,"Áo rất đẹp,thoáng mái ,👌👌
Giao hàng nhanh,sản phẩm lại ok nữa chứ,mặc rất thích vs mát mẻ ,quá OK sẽ mua thêm để mặc mùa hè"
5,Cực kì hài lòng,"Sản phẩm bao bì đẹp ,áo mặc vào rất mát mẻ,quá thích luôn,chất liệu co giãn 👍👍like cho sản phẩm này,mua thêm mới đc"
5,Shop uy tín,"Shop này bán áo đẹp, rẻ. Chất vải co giãn tốt và sờ mát. Thứ 2 là giá rẻ mà mẫu cũng nhiều. Like cho shop"
5,CHẤT,"89k mà áo đẹp quá. Đặt thử 1 cái, nhận đc hàng rồi lại hì hục đặt thêm 2 cái nữa. Nói chung rẻ đẹp"
2,Không hài lòng,Chất thun của áo 5s có 2 loại (1 loại mềm thoải mái còn 1 loại cảm giác có nilon nên không thoải mái dù cùng 1 số 😫
5,Cực kì hài lòng,"Áo khá dễ thương,  chất liệu ổn , mình mua giá sale 99k  khá là rẻ để sở hữu cái áo cute này."
5,Cực kì hài lòng,"áo đẹp như hình, giao hàng nhanh , chất lượng tốt => nên mua :))"
4,Hài lòng,"cũng đc, em đề nghị lm size xl to hơn tí đc ko, tầm 66 kg đc ko, em mua về tùy đẹp nhưng em ko thể cài nút áo đc"
5,Cực kì hài lòng,"chất liệu vải tốt nhưng hơi nhạt màu so với ảnh, với size L hơi to😂😂"
4,Hài lòng,nói chung đẹp ok nhưng hơi nhạt hơn trong hình ảnh . vậy là ok rồi
5,Cực kì hài lòng,áo cực kì đẹp y như hình side vừa ý giao hàng nhanh chóng
5,Cực kì hài lòng,"đẹp, nhưng size M mặc hok vẫn hok vừa"
5,Cực kì hài lòng,"Đẹp
Giao khá nhanh
Sản phẩm vừa ý"
5,Cực kì hài lòng,Áo đẹp
4,Hài lòng,màu hơi nhạt so vs hình.....
5,Đây là một cú lừa.,"Mình thực sự thấy khó chịu với shop này lắm nha. Lần đầu tiên mình đặt hàng mà đã nhận được sản phẩm chất lượng tốt như vậy. Chất lượng vải thì hơi bị thừa đẹp rồi nha.  Lại còn mát mẻ và co giãn tốt nữa hà. Nói thật mặc thế này chắc cũng sướng bình thường thôi mà. 
Bán áo mà lại còn tặng cả quà. Như vậy là nói dối mình rồi. Đánh giá 5* cho bõ ghét. 
Lần sau tôi  mà có mua hàng thì tặng thêm quà nữa nha."
5,"Chất lượng tốt, giá cả hợp lý.","Đáng lẽ giá phải là 199k chứ cứ ko nên là 99k.Chất vải như này quá vượt trội. Mua 99k thì hời quá.Công nghệ Nhật bản nên mặt rất mát, vải ko quá mỏng, ko quá dày nên mặc rất thích. Sản phẩm mới 100% đúng size, mình thích màu đen nên nhìn làm ưng. Simple is the Bét."
5,Dịch vụ tốt.,"Mình từng mua 1 lần mẫu áo này tại shop này. Thấy chất lượng tốt, dịch vụ cũng tốt mình quyết định mua thêm 4 cái nữa tranh thủ giá tốt. Áo giá tốt mà chất mặc thích lắm í! Mình đặt xong shop cẩn thận hỏi lại thông tin chiều cao cân nặng để chọn size cho chuẩn, ưng không để đâu cho hết! Mua cho bố cho chồng cho em giai lấy thảo nhé, quá ok về chất và quá rẻ về giá ạ!"
5,"Chất lượng tốt, giá cả hợp lý.Không giống với nhận xét tiêu cực kia.","Lúc đầu đọc review thì thấy có mấy cái đánh giá ko tốt lắm. Mà vẫn thấy có nhiều đánh giá 5* cũng liều mua thử vì cũng đang cần hàng. Mình là người khá kĩ tính trong vấn đề ăn mặc. Hồi trước là toàn mua hàng mấy shop thương hiệu khá nổi tiếng của Việt Nam. Mà thấy sản phẩm cũng bình thường à. Nói chung thì sản phẩm của shop như này thấy giá thành cũng phù hợp, nhận hàng,xem hàng, mặc mấy ngày rồi thấy rất ok.hài lòng,tổng thể là xịn.Vậy chắc là mấy đánh giá xấu kia là của anh đối thủ của shop rồi. Lần sau đừng làm thể các anh nhé. Chơi xấu ghê à. Kinh doanh, buôn bán mà như vậy thì kì lắm. Còn shop thì mình sẽ ủng hộ dài dài."
5,Cực kì hài lòng.Đánh giá shop uy tín.,"Cực kì hài lòng.Đánh giá shop uy tín.
Thông tin quảng cáo chân thật, sản phẩm nhận được đúng thông số,chất vải trên web. Nói chung là như vậy thì mình rất yên tâm, hài lòng.
Các anh, chị lên khi có nhu cầu mua hàng lên lựa chọn những shop như này nhé. Ủng hộ shop uy tín."
1,Rất không hài lòng,"350k giảm còn 99k. xạo kinh khủng nhe các bạn, Dù 99k cũng chưa đáng. Áo chả có thương hiệu gì mà 350k giảm con 99k. Vãi như vãi mùn , vì nó quá giản nên sai M mà mình thấy rộng thùng thình. mình sai M thật sự thì chỉ có chật, mặc size L còn vừa mà cái này sai M nó thùng thình. Chả hiểu sao ở trên lại 5 sao nhiều như vậy. hzzz"
5,Hài Lòng. Cô giáo cho điểm 9/10 nhé bé shop ơi.,"Áo thun gì mà tương đối đẹp nhé. Mình đã đẹp rồi mà mặc vào lại đẹp hơn. Chẳng biết có phải hôm nay mình đẹp quá hay không mà mặc xong thấy cái áo nó bị đẹp lây lan, thực sự thì mình vẫn thấy mình đẹp hơn. Áo thì chỉ có cái chất vải cotton như quảng cáo chứ  có gì đâu. Giá tầm này mua đâu được áo vậy. Thôi mình mua tạm mặc vậy. 
Cảnh cáo shop bán đồ như vậy. Cho 5* khó chịu lắm ý."
5,Ưng ý lắm.,"Giao hàng nhanh, còn được tặng kèm túi thơm ^^ Shop tư vấn rất nhiệt tình, áo giá rẻ mà vải dày dặn, ko mỏng dính đâu, đường kim mũi chỉ may chắc chắn. màu áo y hình chụp, áo form to nên bình thường m mặc L, chỉ cần mua M mặc vừa rồi, trai gái bon chen được hết nha. rất ưng :D"
5,Xuất sắc. Xứng đáng được lựa chọn để sử dụng.,"Mình mua cả hai sản phẩm tại shop để tặng em zai mình nhân dịp sinh nhật nó . Nó thích lắm ,rồi cứ khen hoài về bộ đồ này. Mình cũng rất hạnh phúc vì đã lựa chọn được món quà ưng ý cho nó và cũng thấy hợp chi phí bỏ ra .Mình đã trải nghiệm sản phẩm và dịch vụ của shop tương đối hài lòng.Mong các bạn khác mua hàng thì ủng hộ shop này nhé."
5,Rất hài lòng và ưng ý.,"Shop này bán quần áo đẹp, bền , giá cả phù hợp. Chất vải 100% cotton như quảng cáo, co giãn tốt và sờ mát, mịn. Giặt vài lần mà ko hề xuất hiện vấn đề gì.Không như mấy mẫu giá rẻ 50-60k. Thứ 2 là shop có nhiều chương trình chăm sóc sau mua hàng khá tốt. Còn được tặng quà và mã giảm giá sau khi đã mua hàng. 
Như vậy là mình thấy rất hài lòng về shop này. Like cho shop + 5*."
5,Cảm ơn,Rất hài lòng với sản phẩm này ! Đơn kế tiếp mình đặt rất nhiều! Mong TiKi làm uy tín và chất lượng! Cố gắng giao hàng nhanh hơn ! Và mình mua nhiều sản phẩm sao không chuyển 1 lần mà lại chia thành nhiều lần vậy! Mình muốn nhận 1 lần cho tiện và Ko mất nhiều thời gian
3,không hài lòng,"lần đầu mua 1 cái giao trước thời gian và mở ra cảm thấy rất hài lòng về sản phẩm.
nên giới thiệu bạn bè mua thêm 3 cái thời gian giao hàng vẫn nhanh như trước nhưng chất lượng đã giảm. đặt rõ ràng là áo trắng tinh nhưng lại giao áo màu trắng ngà. cảm thấy không được hài lòng và mong shop hỗ trợ dùm ạ"
1,Rất không hài lòng,"Thất vọng vì mặc ko vừa, quá chật, trên áo ghi là side XXL, nhưng thật ra là size L thui, mình cứ nghĩ là XXL là mặc vào thoải mái, thật sự thì ko phải thế, rất thất vọng, vì ko biết phải tặng lại cho ai nữa, vì size quá nhỏ, shop làm ơn xem xét lại và điểu chỉnh size cho đúng thật tế nếu như muốn tiếp tục bán hàng trên Tiki. vì những người mua hàng đều tin tưởng Tiki thui. mình đã mua hàng trên Tiki rất nhiều. Mạc trên ao mình đã cắt ra rồi, ko biết có thể đổi lại đc ko? nếu ko thì đành chịu. Chắc sẽ ko bao giờ mua hàng của shop này nữa"
1,Áo sơ mi nam,"nhận đc hàng sơm hơn dự kiến, nhưng quá thất vọng vì mặt ko vừa, quá chật, trên áo ghi là side XL, nhưng thật ra là side M thui, mình cứ nghỉ là XL là mặt vào rất thoải mái, ai nhè là ko phải thế, rất thất vọng, vì ko biết phải tặng lại cho ai nữa, vì side quá nhỏ, shop làm ơn xem xét lại và điểu chỉnh side cho đúng thật tế nếu như muốn tiếp tục bán hàng trên Tiki. vì những người mua hàng đều tin tưởng Tiki thui. mình đã mua hàng trên Tiki rất nhiều. mạc trên ao mình đã cắt ra rui, ko bt có thể đổi lại đc ko? nếu ko thì đành chịu. sẽ ko bao giờ mua hàng của shop này nữa. Cảm ơn Tiki."
1,Rất không hài lòng,"Trước h mình mua hàng tiki cũng nhiều , nhưng xong lần này chắc ko mua nữa ,
Đặc 2 áo sale L mà giao sale gì mình cũng ko biết mà đứa con nít mặc cũng ko vừa , ko có tem mạc gì hết , nếu ko có hàng thì thôi đi , làm ăn gì vậy bây"
1,Rất không hài lòng,qua nhận hàng nay mới có thời gian Mở ra xem. Áo như 1 cái giẻ rách vậy 🤬🤬🤬. nhăn nhúm . chất lượng vải quá tệ. đóng gói sơ sài. rất tin tưởng tin tưởng Tiki nhưng lần này sản phẩm quá tệ
4,Đánh giá 4 SAO,"Ưu điểm: Chất vải mềm mịn, rất ok.  Nam 1m7 60kg form chuẩn mặc size L khá ổn. Ai có bụng nên trừ hao mua rộng hơn 1 size.
Nhược điểm: Áo size có vẻ hơi ngắn so với mình. Không bỏ thùng được. Áo nhiều chỉ dư."
5,thật sự hơn cả mong đợi,"chất liệu ổn, 
màu trắng hơi ngà : ok 
đường chỉ : ok 
chỉ cúc áo : nên khâu lại cho chất
cổ áo nhỏ hài lòng 
tầm 48kg chở lên là mặc chuẩn hết"
5,Cực kì hài lòng,"bảng size áo tư vấn chuẩn, mình tự coi bảng size rồi chọn áo mặc rất vừa, không bị chật, mua lúc sale nên rất hài lòng về giá lẫn chất lượng."
1,quá tệ,"mua về xong vứt luôn. không thể mặc được, trường hợp chỉ may sơ sài còn chấp nhận được, ở đây đâu chỉ sơ sài ngoài ra còn bị lỗi rất nhiều. haizz"
3,Hàng bị lỗi,"tay áo bên trái bị bung chỉ khi vừa nhận hàng (chưa sử dụng thử),giao hàng nhanh,đúng yêu cầu"
4,Hài lòng,"Áo gần như mô tả, có điều với tầm giá này thì ko thể đòi hỏi gì hơn, đường may không chắc chắn, ko thể tháo rời nón"
5,Rất Hài Lòng Luôn,"Sản phẩm rất tốt nha , đáng đồng tiền lắm luôn . Khá hài lòng về chất lượng , giao hàng nhanh chóng nữa ."
4,Hài lòng,"hàng khá chất lượng so với giá tiền, mỏng nhẹ, giặt mau khô. không có gì để chê với giá này"
5,Cực kì hài lòng,dạ áo về nhưng lại nhỏ không vừa em có thể thể đổi lại lấy size lớn hơn ko shop
5,Cực kì hài lòng,"Áo rất đẹp và rất ấm
Tầm giá này là oki lắm rồi"
1,Rất không hài lòng,ái dơ kinh khủng...đem đi giặt thì chữ trên tay áo tróc hết...nói chung tệ
1,Rất không hài lòng,"áo đẹp khá ok nhưng màu rách 
chỉ máy ko được chắc rách chỗ túi 
chỗ nách"
3,Bình thường,Cx đc nhưng phải mua thêm cái dây truyền trong hình nữa mới đẹp thật sự
5,Cực kì hài lòng,chỉ có cái là áo hơi nhào xíu nhưng hàng rất đẹp đẹp như hình lun 😍
4,Hài lòng,áo này ok nhưng mình ko thích hai điểm là có cái đường màu trắng trên áo nình xấu với cái túi áo túi áo qhải thêm giây kéo nhắm khi mưa mình để tiền điện thoại nó ko bị bay
1,sai mô tả,thông tin chi tiết mô tả áo không thấm nước vậy mà nó lại thấm nước rất tốt là đằng khác. tiki xem xét lại giúp mình
4,Hài lòng,"rất giống với hình trên shop nhưng khúc ké chòi cổ không có đồ chặn kéo mạnh là nó sức ra lun. Bù lại vải tốt ,gói rất cẩn thận...OK"
4,Hài lòng,"điểm cộg:áo như hình,kiểu dáng bắt mắt
điểm trừ:xăn tia áo k có điểm chặn trên đầu,kéo là bay cái tia ra luôn"
