ratings,titles,comments
3,Bình thường,"Áo mưa chắc chắn, đẹp, nhưng dây kéo gắt và có vẻ khong bền , lần đầu kéo k đc phải bôi sáp đèn cầy lên, kéo 2,3 lần vẫn thấy chưa êm hơn, không biết tới lần thứ mấy thì hư đây. Sp tốt nên tốt ở mọi chi tiết, phần dây kéo qtrong v mà hư là coi như bỏ nguyên cái áo, dù phần còn lại có tốt ntn đi nữa!"
4,Hài lòng,"tiện dụng không vướng khi lái xe như áo cánh dây. tuy nhiên áo có hơi ngắn cho người nào cao. mình 1m77, áo mưa đừng bình thường thì đến nữa ống quyển, lên xe thì chỉ phủ qua đc đầu gối một chút."
4,Hài lòng,"Dễ mặc, an toàn, giúp giữ ấm cơ thể và rất tiện lợi trong những lúc mưa bất ngờ như ở TP HCM. 
Cổ áo mưa nên thiết kế kín hơn vì nước mưa nhiễu vào  phần hở cổ làm ướt phần trước của áo."
5,Cực kì hài lòng,"Áo nhẹ, không quá dày dặn, màu xám đẹp và chuẩn màu hơn trong hình chụp. Form khá rộng, tiện đeo đồ dưới áo mưa. Tuy nhiên có thể thêm size nhỏ hơn cho nữ sẽ mặc đẹp hơn"
5,Cực kì hài lòng,"tớ thích lắm, mang balo rõ to mà vẫn vừa. mưa nhẹ đi từ sài gòn về bình dương mà ko ướt dép, có điều cuối chân hơi túm, nhưng không sao"
4,Thích hợp đi mưa vừa và nhỏ,"Áo thích hợp đi mưa vừa và nhỏ. Còn mưa lớn thì khả năng cao bạn sẽ bị thấm nước như mình, cụ thể là chỗ cỗ và gần háng."
5,đẹp,"giao hàng nhanh, đóng gói đẹp. áo mưa giống trong hình. màu cũng giống.dây keo bản to"
1,Rất không hài lòng,"Đặt có dây kéo giao không có dây kéo, mọi người cạch mặt shop này đi nhé ! Lừa đảo!"
5,Cực kì hài lòng,"sản phẩm tốt, gọn, nhẹ và không lo gió tạt, mặc từ cty về nhà chỉ ướt mỗi phần dưới ống quần thôi! :D"
3,Bình thường,"áo mưa này chỉ dùng được khi trời mưa nhỏ thôi.
hnay test thử mưa miền Trung,ướt k trượt phát nào 😢"
5,Cực kì hài lòng,"Chưa tốt: không có tiêu chuẩn size ví dụ như bao nhiêu kí hay cao bao nhiêu nên mặc size nào.
Tốt: giao hàng nhanh, chất lượng phù hợp với giá tiền."
4,Hài lòng,"Áo giống như hình nhưng vải này sẽ bị xù lông. Em đặt màu xanh nhạt nhưng dây áo lại là màu đen, không thích lắm."
5,nói chung là tốt,"áo đẹp, đúng màu, oversize mặc thoải mái, chất liệu dày dặn che nắng tốt, shop giao hàng nhanh chóng, uy tín"
4,Hài lòng,"Hàng giống như hình, chất lượng với giá phù hợp với nhau"
5,Cực kì hài lòng,Áo đẹp lắm nha shop
5,Cực kì hài lòng,đẹp :3
5,Cực kì hài lòng,túi o đc sâu. k bỏ đồ đc
5,Cực kì hài lòng,sản phẩm như hình
5,Cực kì hài lòng,
5,Cực kì hài lòng,
1,Rất không hài lòng,"Áo mưa vải chất lượng tốt, giá thành phải chăng. Tuy nhiên phương thức buôn bán của shop hay sai lệch ở khâu giao sản phẩm cho khách hàng. Nếu ko sai kích cỡ thì cũng giao ko đúng màu sắc... Tôi chọn áo màu xanh dương ( xanh ngọc), shop lại giao màu xanh đen!
Tôi chỉ ko hài lòng điểm này."
4,Hài lòng,"Áo dày, đường may chắc chắn. Màu xanh đen rất ưng ý. Bạn nào cao trên 1m58 thì mặc không bị vướng chiều dài. Áo ko xẻ hai bên hông nên ko lo bị ướt dù mưa to. Tuy nhiên sẽ thấy không thoải mái mỗi khi mặc vào hoặc cởi ra, ngồi xe tay ga có sàn xe phía trước thì đỡ vướng hơn."
5,Cực kì hài lòng,"Áo mưa xịn, k thấm nước, đường may chắc chắn, chất đẹp. Phần mũ đội thoải mái không bị quá to hoặc quá nhỏ, thuận tiện cho việc quan sát
Rất thích♥️ Sẽ tiếp tục ủng hộ sp của shop."
5,Cực kì hài lòng,"Sản phẩm rộng rãi, dài, ngồi chùm kín chân, mình cao 157cm, chưa có dịp đi trời mưa rất to và lâu. Mỗi tội cổ áo chui vào hơi nhỏ, mình đeo kính nên vướng, phải bỏ ra mới chui vào đc, mũ áo thì to thoải mái"
1,Rất không hài lòng,"Size 1,4m mà giao 1,2m sao mà mặc 😑, nhờ tiki hỗ trợ giúp mình nhé, mua tiki nhiều mà lần đầu bị như vậy, mong chính sách đổi trả của tiki tốt xíu nha."
5,Sản phẩm tốt,Áo mưa nhìn đẹp lắm. Mặc thử rất vừa. Tay hơi ngắn xíu. Do cao 1m68 hihi. Chưa có dịp đi mưa để xem thêa nào. Hiện tại rất hài lòng
5,Cực kì hài lòng,"Sản phẩm đóng gói rất kỹ và cẩn thận dù chỉ là 1 cái áo mưa thôi, mình cho điểm cộng về việc này.
Sản phẩm màu sắc như hình, vải dày dặn."
4,Hài lòng,"Áo mưa to. Rộng. Nhược điểm là lúc chống chân xuống hay bị vướng chân, mình đi xe AB. Bạn nào dưới 1m6 k phù hợp với áo mưa này."
1,"Mua áo không xẻ tà, shop giao áo có dây kéo chính giữa","Dịch vụ tệ quá, rao hàng này bán hàng khác. Lúc nhận hàng không kiểm đến khi mưa mở ra thì là áo dây kéo chính giữa, xẻ tà phía sau."
1,không hài lòng,hàng giao ko đúng màu .chưa dùng lần nào đã bị rách cổ. nhận hàng thấy thất vọng.lần đầu mua mà ko đc như mọi người quảng cáo tiki
5,Cực kì hài lòng,"Áo khá dễ thương,  chất liệu ổn , mình mua giá sale 99k  khá là rẻ để sở hữu cái áo cute này."
5,Cực kì hài lòng,"áo đẹp như hình, giao hàng nhanh , chất lượng tốt => nên mua :))"
4,Hài lòng,"cũng đc, em đề nghị lm size xl to hơn tí đc ko, tầm 66 kg đc ko, em mua về tùy đẹp nhưng em ko thể cài nút áo đc"
5,Cực kì hài lòng,"chất liệu vải tốt nhưng hơi nhạt màu so với ảnh, với size L hơi to😂😂"
4,Hài lòng,nói chung đẹp ok nhưng hơi nhạt hơn trong hình ảnh . vậy là ok rồi
5,Cực kì hài lòng,áo cực kì đẹp y như hình side vừa ý giao hàng nhanh chóng
5,Cực kì hài lòng,"đẹp, nhưng size M mặc hok vẫn hok vừa"
5,Cực kì hài lòng,"Đẹp
Giao khá nhanh
Sản phẩm vừa ý"
5,Cực kì hài lòng,Áo đẹp
4,Hài lòng,màu hơi nhạt so vs hình.....
4,Hài lòng,"Áo dài 1.4m. chất liệu khá dày dặn, cầm nặng tay, chắc chắn. Áo to nên đeo túi laptop hay ba lô vẫn thoải mái.
Nhưng kiểu thiết kế này có 1 số nhược điểm sau:
1. Dài 1.4m nên các bạn 1.5m như mình sẽ rất bất tiện khi đang đi xe máy mà phải chống chân. Lần nào chèo lên xe cũng phải kéo áo lên 1 chút để đỡ chùm chân.
2. Đeo túi trên người rồi thì xác định là muốn lấy cái gì thì phải mò mẫm nhé =)))
3. Thiết kế chùm kín nên khi cởi áo mưa ra rất dễ hứng chọn phần bẩn ở dưới chân áo mưa. Trước khi cởi nên giũ bớt nước bẩn đi nhé."
2,Không hài lòng,"để free size nhưng giao cho mình cái 1m2. mặc thêm cái balo hơi bị bó, dài chưa như mong muốn. vì bị bó nên khi ngồi trên xe rồi đưa chân xuống chống sẽ bị vướng nguy hiểm."
4,Hài lòng,sản phẩm giao như hình . màu giao như ý khách chọn . rất tốt mong sản phẩm bền có chất
5,màu đẹp,Hàng tốt Hàng tốt Hàng tốt Hàng tốt Hàng tốt Hàng tốt Hàng tốt Hàng tốt Hàng tốt Hàng tốt Hàng tốt Hàng tốt Hàng tốt
2,Không hài lòng,"Áo mưa freesize mà có 1,2m mặc quá ngắn, đeo cái cặp phía sau là chật, càng làm ngắn hơn. Đề nghị tiki đổi trả hàng"
3,Bình thường,"Sản phẩm được giới thiệu dài 1,4m nhưng khi nhận chiều dài chỉ có 1,2m là sao ?"
5,Cực kì hài lòng,"chất liệu mềm mại, khi mặc rất dễ chịu, đi mưa lớn vẫn không bị ướt"
4,Hài lòng,"tốt. tôi hài lòng về sản phẩm 
giao hàng nhanh chóng...."
5,Cực kì hài lòng,"Qua tốt -chất liệu đẹp , mẫu mã đẹp"
2,Không hài lòng,Áo tuy dày như ngắn quá
5,Cực kì hài lòng,áo đẹp vải đũi m tưởng áo nặng mà nhẹ lắm. mặc rất thích.
5,Cực kì hài lòng,"Màu đậm hơn so với trong ảnh
Vải ok
Cúc hơi to nhìn hơi kém sang xíu"
4,Hài lòng,"Hàng ok, giá ổn mà chất liệu kiểu dáng tốt hơn mong đợi"
5,Cực kì hài lòng,"Áo đẹp, chất liệu vải và kiểu đẹp.Thanks shop,tiki."
1,Rất không hài lòng,
4,Hài lòng,
4,Hài lòng,
4,Hài lòng,
5,Cực kì hài lòng,
3,Hàng bị lỗi,"tay áo bên trái bị bung chỉ khi vừa nhận hàng (chưa sử dụng thử),giao hàng nhanh,đúng yêu cầu"
4,Hài lòng,"Áo gần như mô tả, có điều với tầm giá này thì ko thể đòi hỏi gì hơn, đường may không chắc chắn, ko thể tháo rời nón"
5,Rất Hài Lòng Luôn,"Sản phẩm rất tốt nha , đáng đồng tiền lắm luôn . Khá hài lòng về chất lượng , giao hàng nhanh chóng nữa ."
4,Hài lòng,"hàng khá chất lượng so với giá tiền, mỏng nhẹ, giặt mau khô. không có gì để chê với giá này"
5,Cực kì hài lòng,dạ áo về nhưng lại nhỏ không vừa em có thể thể đổi lại lấy size lớn hơn ko shop
5,Cực kì hài lòng,"Áo rất đẹp và rất ấm
Tầm giá này là oki lắm rồi"
1,Rất không hài lòng,ái dơ kinh khủng...đem đi giặt thì chữ trên tay áo tróc hết...nói chung tệ
1,Rất không hài lòng,"áo đẹp khá ok nhưng màu rách 
chỉ máy ko được chắc rách chỗ túi 
chỗ nách"
3,Bình thường,Cx đc nhưng phải mua thêm cái dây truyền trong hình nữa mới đẹp thật sự
5,Cực kì hài lòng,chỉ có cái là áo hơi nhào xíu nhưng hàng rất đẹp đẹp như hình lun 😍
5,Cực kì hài lòng,Áo form rộng thoải mái. Chất vải mịn mát. Cực kì hài lòng
5,Cực kì hài lòng,"Chất dày và mát, form rộng hơn bình thường nên mặc thoải mái. Xứng đáng 5 sao"
5,Đẹp,Áo đẹp lắm nha mọi người. Tại lười chụp ảnh nhưng mà thật sự đẹp luôn
5,Cực kì hài lòng,chất vải mềm mát mịn
4,Hài lòng,"Mình cảm giác là vải mát, đoẹp"
5,Cực kì hài lòng,sp tốt giá rẻ
5,Cực kì hài lòng,áo rất đẹp
5,Cực kì hài lòng,
4,Hài lòng,
5,Cực kì hài lòng,
4,Hài lòng,áo này ok nhưng mình ko thích hai điểm là có cái đường màu trắng trên áo nình xấu với cái túi áo túi áo qhải thêm giây kéo nhắm khi mưa mình để tiền điện thoại nó ko bị bay
1,sai mô tả,thông tin chi tiết mô tả áo không thấm nước vậy mà nó lại thấm nước rất tốt là đằng khác. tiki xem xét lại giúp mình
4,Hài lòng,"rất giống với hình trên shop nhưng khúc ké chòi cổ không có đồ chặn kéo mạnh là nó sức ra lun. Bù lại vải tốt ,gói rất cẩn thận...OK"
4,Hài lòng,"điểm cộg:áo như hình,kiểu dáng bắt mắt
điểm trừ:xăn tia áo k có điểm chặn trên đầu,kéo là bay cái tia ra luôn"
4,Hài lòng,Hàng chất lượng giống vs ảnh 100% nhưng có chỗ cần khắc phục chỗ nón ghi mực lên không xoá đi đc
3,Bình thường,"Đường may k đẹp lắm, lộ chỉ dư và đường may đi may lại
với giá này thì sp xài tạm đc"
3,Bình thường,mua 2 cái màu vàng mà giao cái cam cái vàng .làm sao đổi lại đây shop
5,Nên mua,"áo giống như hình, chất lượng tốt 
hài lòng về tiki.Đây là lần t4 tôi mua hàng của tiki"
4,Hài lòng,áo đẹp vừa túi tiền mà xuân tia kéo hơi khó mà bên trong là dù chứ ko phải lưới
1,Rất không hài lòng,đường may sơ sài. lớp lót ở trong và ngoài không đều nhau.
4,Hài lòng,"Mình đặt mua 2 cái màu xanh đen, và xanh rêu mà lại giao xanh lá. Nói chung màu cũng đẹp nhưng shop nên rút kinh nghiệm, vải dày, có vẻ bền."
5,Cực kì hài lòng,"Hàng chất lượng, có ép keo chống thấm ở tất cả các đường may, nên khá yên tâm là đi dưới mưa lâu ko bị thấm nước."
5,Cực kì hài lòng,đóng gói cẩn thận hàng như hình rất hài lòng về sản phẩn và rất hài lòng về dịch vụ giao hàng của tiki.
5,Cực kì hài lòng,2 áo chia ra mỗi áo giá 71k. Nói chung cũng cao hơn bình thường mình đặt. Nhưng chất liệu cũng ok
4,cũng được,"Đáng ra 5 sao nhưng vì may chun cổ tay quá chật, mỗi lần mặc xong là hai tay hằn vết bầm luôn."
4,Hài lòng,"Giao hàng hơi chậm nhưng chất lượng áo mưa khá ổn, áo mưa có bao đựng tiện lợi, gọn gàng"
3,Bình thường,"Giao hàng nhanh, đóng gói kỹ nhưng mình đặt mua màu xanh rêu lại nhận được màu xanh lá(?!)"
4,Hài lòng,"Sản phẩm tốt, sử dụng rất tiện lợi. Giao hàng nhanh chóng, đóng gói cẩn thận"
4,Hài lòng,"Cảm ơn shop, giao hàg nhah, hàg nhìn được , ko đến nỗi....hợp với giá tiền"
5,Cực kì hài lòng,đóng gói cẩn thận và người giao cũng dễ thương. hàng chưa mở chưa biết thế nào
5,Cực kì hài lòng về sản phẩm,"áo rất đẹp ,mình cực kì thích, đúng như quảng cáo. mình rất hài lòng"
5,Cực kì hài lòng,Sản phẩm tốt giao hàng rất nhanh luôn sẽ tiếp tục ủng hộ shop 😘
4,Hài lòng,đẹp thì cũng có nhưng hơi mỏng nha cho dày thêm tí xíu đi ok.
5,Cực kì hài lòng,Tốt lắm mn
5,Cực kì hài lòng,Hàng ok nha xxl thấy hơi nhỏ xíu
5,Cực kì hài lòng,Áo đẹp rất tốt tôi rất thích
3,Bình thường,Vì chất liệu vải ko mát
5,Cực kì hài lòng,"Áo đẹp, giao hàng cực nhanh"
5,Cực kì hài lòng,rất là đẹp ❤❤❤
4,Hài lòng,"Áo OK, giống hình"
4,Hài lòng,sp  đẹp mặc vừa nhưng mặc có buổi sáng đã  rách mất cái ống quần.  tuy tiếc nhưng mình  vẫn giữ lại dùng chứ k đổi lại vì nghi shop  bán lời  k bao nhiêu
4,Hài lòng,Áo như mô tả...không biết mưa to có ướt phía trong không...cũng được ...4 sao
5,Cực kì hài lòng,"Nguyên bộ áo quần có kèm nón tháo rời được, được kèm túi đựng luôn, chất liệu dày và chắc, tuy nhiên chỉ có 1 size duy nhất nên mình mặc không vừa"
4,Hài lòng,"Đã nhận được hàng. Cảm giác chất lượng tốt, dày. Còn bền hay không phải chờ sử dụng thời gian xem ntn"
1,Rất không hài lòng,"áo mưa  cực  dở,  khuyên  mn ko nên mua nhé. 
mình mặc  1 lần  về  nhà ướt  hết,  bỏ lun cho đỡ  tức,"
5,Cực kì hài lòng,"chưa đi mưa thử, nhưng thấy vải khá tốt. vừa đặt hàng thì giảm giá, tức hộc máo orz"
5,Cực kì hài lòng,"Thanks Tiki shop !
2 bo quan ao đi mua 
Rat vua va chat lieu tot ...cam on nhan 
vien nhiet tinh vui ve ."
4,Hài lòng,"Mình đặt 2 bộ, 1 bộ đầy đủ áo quần nón và 1 bộ bị thiếu nón."
4,Hài lòng,rất mỏng. tiền nào của đấy thôi nên cũng ko cần than phiền gì
1,Rất không hài lòng,bay mùi hóa chất nồng nặc ;lưng thun lõng lẽo ráp may cau thã
4,Hài lòng,"Điểm ưng bụng: Đúng size, đúng màu, màu vang đỏ rất ưng ý, chống nắng tốt, may cẩn thận ko chỉ thừa, có túi trong khá sâu, túi ngoài có dây kéo, ko sợ rơi đồ.
Điểm chưa ưng: kín gió quá, mặc khá nóng. Phần vải trong của tay áo ko may dằn lại nên khi mặc cứ bị lòi ra ngoài cổ tay."
5,Cực kì hài lòng,"Sản phẩm chất lượng, áo jacket có 2 túi tay ngoài và 1 túi trong. Bận đi xe đường dài chắn gió bụi tốt. Hàng giao nhanh, gọn, màu sắc trẻ trung có điểm trừ là vải hơi mỏng."
5,Cực kì hài lòng,"Shop giao hàng rất nhanh,  sản phẩm đúng mô tả, mẫu mã đẹp, Shop còn gửi kèm thư cảm ơn khách hàng, mình  rất thích  shop. Nhân viên giao hàng vui vẻ thân thiện.  Mình luôn ủng hộ shop và Tiki."
5,Cực kì hài lòng,"màu navy hơi đậm mình thích nhạt hơn xíu, form áo đẹp, chất dù mềm có lót vải bên trong, túi trong sâu rộng đựng được smart phone phục vụ tốt có bảo hành đổi trả cho shop 5 sao, chúc shop buôn bán đắt hàng"
5,Cực kì hài lòng,"biết thương hiệu Goking đã lâu, mua đồ của hãng thì yên tâm về chất vải. form áo mặc lên đứng dáng đẹp lắm nha. nhưng mà sao đợt này giao hàng hơi chậm xíu"
5,Cực kì hài lòng,"Mình mua 2 mẫu áo khoác gió của shop. Mình 63kg mới đầu ko biết chọn nhầm size M, may shop hỗ trợ đổi qua L cho mình cả 2 mẫu. Thậm chí đổi qua màu navy shop cũng OK. hài lòng dịch vụ và sản phẩm. Cho 5*"
5,Cực kì hài lòng,"Trước có đến shop mua 1 lần rồi, thích quá nên giờ lên tiki mua thêm cái nữa. Áo đơn giản mà đẹp có phối thêm bề vai nhìn trẻ trung hiện đại. Vải dù của shop rất OK. Sẽ giới thiệu cho bạn bè."
5,Không chê vào đâu được,"Đã nhận hàng. Đúng màu, đúng mẫu. Mặc vừa khít người luôn, shop tính size khá chuẩn, vải đẹp. Shipper nhanh gọn, nhiệt tình và lịch sự."
5,"rất thích, sẽ ủng hộ khi shop ra thêm màu","hôm Út đi đà lạt mặc áo này ấm cực kỳ, áo gọn nhẹ chứ không cồng kềnh, mặc đi chơi rất đẹp và tiện, shop ra thêm màu mới Út sẽ hủng hộ nữa"
5,"hàng ổn, khá hài lòng","Áo khoác thích hợp cho trời se lạnh hoặc đi xe máy, tuy nhiên cần cải thiện đường may, may dày hơn nữa phái dưới cánh tay, đôi dòng góp ý cùng shop"
4,Hài lòng,"Sản phẩm chấp nhận được với mức giá tương ứng.
Mua size L (cho form giầy 39 40), vừa y đôi giầy 39 của mình (mình ko biết 40 có chật ko nhé)
Cảm nghĩ:
1. Chất liệu okie, dạng nhựa như áo mưa loại 40-50K, khi sử dụng nên kiên nhẫn nhẹ nhàng, đừng mạnh tay, vì rất dễ làm giãn bề mặt dẫn tới hậu quả là rách!
2. Thiết kế dây kéo rất tốt, dễ thao tác. Khác với loại bọc giầy đi mưa mình từng thấy lúc trước là không có dây kéo.
Tuy nhiên, điều lo ngại là dây kéo ko biết sử dụng bao lâu sẽ hư 😬
Phần dây rút ngay cổ chân không thể đảm bảo nước mưa ko chảy vào đâu nhé.
3. Sản phẩm này chỉ là tương đối, nên mình thấy các cmt ""sao mà cổ ko khít, nước mưa vào thì làm sao, blalablala..."" Theo mình, sản phẩm này dùng để bảo vệ các đôi giầy màu sáng, hoặc giầy hiệu giá thành cao, khó bảo quản khi đi trời mưa đột ngột (dạng sình lầy lội vào những ngày mưa ào 1 cái mà dự báo thời tiết ko hề báo trước). Chứ đừng tin tưởng quá vào quảng cáo, có thể đảm bảo giầy ko ướt khi đi vào trời mưa bão. Nếu bạn đnag ở nhà và biết trước trời sẽ mưa hay sẽ ngập nước, liệu bạn có can đảm mang đôi giầy tốt để lội sình hay không?
4. Giầy trong hình có size 39, sau khi thử thì mình rút ra lời khuyên: nếu bạn đang ở văn phòng hoặc ở nơi nào đó tiện cho việc thao tác bọc bao đi mưa này (mình loại trừ trường hợp đang chạy ngoài đường mà mưa bất chợt nhé), nên bọc bao đi mưa đó vào giầy trước khi mang giầy vào. Vì khi mình mang giầy vào thì sẽ khó thao tác hơn (vì nó vừa y hà, không có chỗ nào dư ra)
5. Phần đế có các nút nho nhỏ chắc tác dụng là để chống trơn trợt: tính năng này tương đối thôi nhé, đi trên đất cát hoặc đường xi măng sờn sờn thì okie, chứ đi trên sàn nhà mà đang ướt thì ko an toàn cho lắm. Cẩn thận nhé!
Nói chung mình cảm thấy ổn với sản phẩm này, sẽ mang thử vào một ngày mưa để thử chất lượng, ổn mình sẽ đặt mua thêm 1 đôi tăng size để dự phòng. (giầy 39 40 chắc nên đặt size XL)"
4,GIAO HÀNG KHÔNG ĐÚNG SIZE,"Sản phẩm chất liệu okie, đóng gói gọn gàng, đẹp đẽ. Tuy nhiên, mình chưa hài lòng về việc đặt size XL mà lại giao size XXL, bị rộng thùng thình, phía trên tuy có dây rút nhưng vẫn không chắc lắm, nước có thể lọt vào được."
2,Không hài lòng,"cách nước tốt nhưng phần dây rút ở cổ chân quá lỏng, không ôm sát cổ chân, nước tràn vô trong rất dễ, dây kéo không làm liền hết mà chừa 1 lỗ trống, nước vào dễ dàng. Không hài lòng. Mang vào thử đi trời mưa ướt hết giày dù mình đã cố cột phần cổ chân lại rất mạnh nhưng dây rút tệ quá. Nên suy nghĩ kĩ khi mua"
4,Chống nước tốt,"Ban đầu ko hỗ trợ tiki now nên mình đặt giao thường, quá thời gian giao hàng mà vẫn để tình trạng đang lấy hàng, gọi điện thì hẹn lại hôm khác giao mà vẫn y chang. Hôm khác thấy có tiki now mình liền hủy đơn cũ đặt lại thì giao đúng hẹn 2h. Shop nên xem lại vấn đề giao hàng. Sản phẩm tốt nên mình cho 4 sao."
4,"Hàng tiện ích mùa mưa, dễ sử dụng và khô ráo. Cần cản tiến thêm","Mới sử dụng 1 lần đầu tiên trong cơn mưa dông lớn ở Sài Gòn và thấy hài lòng khi mua sản phẩm. Giày khô ráo không bị thấm nước, đế chống trượt, dễ mang và tháo bọc giày. 
Tuy nhiên nên có sản phẩm với phần cổ cao hơn để che được chân khi chống xuống đường dừng xe đèn đỏ. Với áo mưa bộ thì ok vì có quần mưa nhưng với áo mưa choàng cánh dơi hoặc áo mưa trùm toàn thân sẽ bị ướt ống quần do nước chảy xuống từ áo mưa."
1,Bao giày đi mưa chật,"Hôm nhận sản phẩm mình thử không vừa nên định tìm nhờ shop đổi mà ko tài nào tìm được số liên hệ hoặc phần nào comment để đổi size, hiện sp còn nguyên chưa dùng, shop có thể hỗ trợ mình đổi size to hơn được không?"
4,Tốt,"cảm giác đeo rất thích chân vào mùa mưa, mình mang giày size 39 và 39.5 nên chọn mua size 40-41 thì vừa in bàn chân khi mang giày, mọi người nên lưu ý kỹ điều này để không gặp tình trạng không đúng kích thước chân!!"
5,Cực kì hài lòng,"Chống nước hoàn toàn. Sử dụng 3 tháng rồi. Vẫn rất tốt. Sản phẩm hoàn toàn ổn trong các môi trường đất, bùn, cát, mưa. Nên mua để bảo vệ đôi giày được bền hơn"
1,Thất vọng,"mình mua hàng tiki lâu rồi, đến hôm nay thật sự thất vọng.Mình đặt size 39/40 mà shop giao tới 43/44.Thật kinh khủng, làm ăn ko có tâm.Mua xong là ko bao h muốn mua nữa"
5,sp đẹp,"chất liệu ok, cũng dày (vì ban đầu nghĩ mỏng) vừa mới nhận hàng cảm thấy hài lòng, để hôm nào mưa xài thử"
4,Hài lòng,"Tiền nào của nấy, theo cảm nhận mình thấy ooke, vì chất dù cũng mềm k thô, áo 2 lớp bên trong k dày lắm, đc cái nón rộng, màu ở ngoài cũng ngọt ngào :))"
4,Hài lòng,"size xl mặc hơi rộng và ào hơi dài, nếu dài áo ngắn hơn 5cm thì quá chuẩn luôn.vải và màu sắc nhìn đẹp.ra tiệm chỉnh lại là ok.tương đối hài lòng."
1,Rất không hài lòng,Màu xanh thực tế của áo không đậm như hình nên nhùn giống Baemin. Mọi người đặt màu xanh lưu ý nhé. Màu không giống hình đâu.
2,Không hài lòng,bảo sive m dành cho 48-55 kg mà mình 52 kg mặc như bơi trong áo chuẩn cỡ đó phải 70 kg mặc dk ấy ☹️
1,Rất không hài lòng,Sản phẩm bị rách ở cổ tay và màu không giống trong hình.
1,Rất không hài lòng,"áo k giống hình nha, áo rất mỏng, túi áo thì nhỏ quá k nhét vừa cái điện thoại lun ấy, k thích lắm"
1,Rất không hài lòng,Túi áo bi tét đường chỉ vậy đó. sau mà đựng đồ gi được.
1,Rất không hài lòng,"quá rộng so với size, k đẹp, k hài lòng, muốn đổi trả hàng thì làm thế nào shop?"
1,Rất không hài lòng,Quá thất vọng sản phẩm lỗi máy hụt chỉ
2,Không hài lòng,hình với hàng thật khác nhau lắm. đường may thì ẩu. bung lung tung
